id,title,genres,release_date,original_language,budget,revenue,vote_average,runtime,popularity,vote_count,return,actores,director,companias_produccion,release_year
411009,Amanda Knox,Documentary,2016-09-10,en,0.0,0.0,6.7,92.0,9.078809,138,0.0,"Amanda Knox, Anderson Cooper, Arline Kercher","Rod Blackhurst, Brian McGinn",NetFlix,2016
24767,Iron Will,"Adventure, Drama, Family",1994-01-14,en,0.0,0.0,6.2,108.0,9.074631,52,0.0,"Mackenzie Astin, Kevin Spacey, Brian Cox",Charles Haid,Walt Disney Pictures,1994
18804,Head in the Clouds,"Drama, Romance, War",2004-04-29,en,0.0,0.0,5.8,121.0,9.073646,41,0.0,"Charlize Theron, Penélope Cruz, Stuart Townsend",John Duigan,"Spice Factory, Movision, Remstar Productions, Dakota Films",2004
12158,Vampire in Brooklyn,"Comedy, Horror, Romance",1995-10-26,en,14000000.0,19800000.0,4.5,100.0,9.071127,113,1.4142857142857144,"Eddie Murphy, Angela Bassett, Allen Payne",Wes Craven,Paramount Pictures,1995
70670,Headhunters,"Thriller, Crime",2011-08-04,en,0.0,15699707.0,7.2,100.0,9.070215,404,0.0,"Aksel Hennie, Nikolaj Coster-Waldau, Synnøve Macody Lund",Morten Tyldum,"Nordisk Film, Yellow Bird Films, Friland Produksjon, ARD Degeto Film",2011
26748,Lone Star,"Drama, Mystery, Romance",1996-06-21,en,5000000.0,13269963.0,6.9,135.0,9.069963,79,2.6539926,"Chris Cooper, Matthew McConaughey, Elizabeth Peña",John Sayles,"Castle Rock Entertainment, Columbia Pictures Corporation, Rio Dulce",1996
155084,13 Sins,"Horror, Thriller",2014-04-18,en,5000000.0,13809.0,6.2,93.0,9.067788,355,0.0027618,"Mark Webber, Devon Graye, Rutina Wesley",Daniel Stamm,"Sahamongkol Film International, Dimension Films, IM Global, Automatik Entertainment, Radius-TWC, Little Magic Films",2014
13179,Tinker Bell,"Animation, Family, Adventure, Fantasy",2008-10-27,en,48000000.0,0.0,6.5,78.0,9.066971,319,0.0,"Mae Whitman, Kristin Chenoweth, Raven-Symoné",Bradley Raymond,"DisneyToon Studios, Walt Disney Animation Studios, Prana Animation Studios",2008
36419,After.Life,"Drama, Horror, Mystery, Thriller",2010-04-09,en,4500000.0,3606395.0,5.4,104.0,9.063797,253,0.8014211111111111,"Liam Neeson, Justin Long, Christina Ricci",Agnieszka Wojtowicz-Vosloo,"Plum Pictures, Harbor Light Entertainment, Lleju Productions",2010
24793,A Knight in Camelot,"Adventure, Fantasy, Comedy, Science Fiction, Family",1998-11-08,en,0.0,0.0,5.1,90.0,9.062226,25,0.0,"Whoopi Goldberg, Michael York, Paloma Baeza",Roger Young,Walt Disney Pictures,1998
505,Johnny Handsome,"Crime, Drama",1989-09-12,en,20000000.0,7237794.0,6.1,94.0,9.059459,49,0.3618897,"Mickey Rourke, Ellen Barkin, Morgan Freeman",Walter Hill,"Guber/Peters Company, Roven Productions, Carolco Pictures",1989
290764,Tracers,"Action, Crime, Drama",2015-01-15,en,11000000.0,593683.0,5.9,94.0,9.056173,437,0.05397118181818182,"Marie Avgeropoulos, Taylor Lautner, Adam Rayner",Daniel Benmayor,"Temple Hill Entertainment, Senator Film, Freerunning, Melbarken, Saban Films, Cowtown Cinema Ventures",2015
13007,Religulous,"Comedy, Documentary",2008-10-01,en,0.0,0.0,7.2,101.0,9.045712,200,0.0,"Bill Maher, Jose Luis De Jesus Miranda, Andrew Newberg",Larry Charles,Lions Gate Films,2008
12473,The Visitor,"Crime, Drama, Music",2007-09-07,en,0.0,9234510.0,6.9,104.0,9.04083,132,0.0,"Richard Jenkins, Haaz Sleiman, Danai Gurira",Tom McCarthy,Overture Films,2007
91586,Insidious: Chapter 2,"Horror, Thriller",2013-09-12,en,5000000.0,0.0,6.5,106.0,9.040324,1237,0.0,"Patrick Wilson, Rose Byrne, Ty Simpkins",James Wan,"Sony Pictures, FilmDistrict",2013
24736,A Far Off Place,"Drama, Adventure",1993-03-12,en,0.0,12890752.0,6.3,100.0,9.040158,15,0.0,"Reese Witherspoon, Ethan Embry, Jack Thompson",Mikael Salomon,"Amblin Entertainment, The Walt Disney Company",1993
34851,Predators,"Action, Science Fiction, Adventure, Thriller",2010-07-03,en,40000000.0,126248813.0,6.0,107.0,9.034929,1231,3.156220325,"Topher Grace, Alice Braga, Laurence Fishburne",Nimród Antal,"Twentieth Century Fox Film Corporation, Davis Entertainment, Dune Entertainment III, Troublemaker Studios",2010
289720,Outcast,Action,2014-09-26,en,25000000.0,0.0,4.5,98.0,9.029641,140,0.0,"Hayden Christensen, Nicolas Cage, Liu Yifei",Nick Powell,"Media Max Productions, 22h22, Notorious Films",2014
58770,The Trigger Effect,"Drama, Thriller",1996-08-30,en,8000000.0,0.0,6.6,94.0,9.028947,18,0.0,"Kyle MacLachlan, Elisabeth Shue, Dermot Mulroney",David Koepp,"Universal Pictures, Gramercy Pictures, Amblin Entertainment",1996
301351,We Are Your Friends,"Drama, Music, Romance",2015-08-26,en,6000000.0,11122090.0,6.3,96.0,9.023686,673,1.8536816666666667,"Zac Efron, Emily Ratajkowski, Wes Bentley",Max Joseph,Working Title Films,2015
134366,Grave Encounters 2,Horror,2012-10-12,en,0.0,0.0,5.2,95.0,9.021941,251,0.0,"Reese Alexander, Stephanie Bennett, Jeffrey Bowyer-Chapman",John Poliquin,"Death Awaits Cinema, Twin Engine Films, Pink Buffalo Films",2012
10157,Police Academy 2: Their First Assignment,"Comedy, Crime",1985-03-28,en,0.0,55600000.0,5.6,87.0,9.021668,349,0.0,"Steve Guttenberg, Bubba Smith, David Graf",Jerry Paris,"Warner Bros., The Ladd Company",1985
8970,The Out-of-Towners,Comedy,1999-04-02,en,75000000.0,29000000.0,5.1,90.0,9.019881,46,0.38666666666666666,"Steve Martin, Goldie Hawn, John Cleese",Sam Weisman,"Paramount Pictures, Cherry Alley Productions",1999
2565,Joe Versus the Volcano,"Fantasy, Comedy, Science Fiction, Romance",1990-03-09,en,0.0,39404261.0,5.5,102.0,9.019396,150,0.0,"Tom Hanks, Meg Ryan, Lloyd Bridges",John Patrick Shanley,"Amblin Entertainment, Warner Bros.",1990
9085,Harlem Nights,"Comedy, Crime, Drama",1989-11-17,en,30000000.0,60864870.0,5.7,116.0,9.01086,85,2.028829,"Eddie Murphy, Richard Pryor, Redd Foxx",Eddie Murphy,Paramount Pictures,1989
21970,The Watcher in the Woods,"Fantasy, Horror, Science Fiction, Thriller",1980-04-17,en,0.0,5000000.0,6.4,83.0,9.003838,40,0.0,"Bette Davis, Lynn-Holly Johnson, Kyle Richards",John Hough,Walt Disney Pictures,1980
15749,While She Was Out,"Action, Adventure, Drama, Horror, Thriller",2008-10-27,en,6000000.0,391410.0,4.8,108.0,9.002146,36,0.065235,"Kim Basinger, Lukas Haas, Craig Sheffer",Susan Montford,"Grosvenor Park Media Ltd., Insight Film Studios, Redwood Palms Pictures, Victoria Filmproduktion, Proud Mary Entertainment, Aloe Entertainment, Canadian Film or Video Production Tax Credit (CPTC), Province of British Columbia Film Incentive BC, Angry Films",2008
25208,The Caveman's Valentine,"Drama, Mystery, Thriller",2001-01-19,en,0.0,0.0,6.0,105.0,9.001823,27,0.0,"Samuel L. Jackson, Colm Feore, Ann Magnuson",Kasi Lemmons,"Franchise Pictures, Focus Features, Jersey Shore",2001
373314,Misconduct,"Drama, Thriller",2016-02-05,en,11000000.0,0.0,5.3,106.0,8.996087,149,0.0,"Josh Duhamel, Alice Eve, Malin Åkerman",Shintaro Shimosawa,"Lionsgate, Mike and Marty Productions",2016
9034,The Banger Sisters,"Comedy, Drama",2002-09-20,en,10000000.0,0.0,5.5,98.0,8.992438,64,0.0,"Goldie Hawn, Susan Sarandon, Geoffrey Rush",Bob Dolman,Fox Searchlight Pictures,2002
11707,Tightrope,"Mystery, Thriller, Crime, Drama",1984-08-17,en,0.0,48143579.0,6.1,115.0,8.991304,85,0.0,"Clint Eastwood, Geneviève Bujold, Dan Hedaya",Richard Tuggle,Malpaso Productions,1984
35019,Nanny McPhee and the Big Bang,"Comedy, Fantasy",2010-03-26,en,35000000.0,93246388.0,6.0,109.0,8.983275,450,2.6641825142857143,"Emma Thompson, Asa Butterfield, Ralph Fiennes",Susanna White,"Universal Pictures, Three Strange Angels, Studio Canal, Relativity Media, Working Title Films",2010
16084,Freaky Friday,"Fantasy, Comedy, Family",1976-12-17,en,0.0,0.0,6.3,95.0,8.977922,64,0.0,"Jodie Foster, Barbara Harris, John Astin",Gary Nelson,Walt Disney Pictures,1976
33408,The Crush,"Drama, Thriller",1993-04-02,en,6000000.0,13609396.0,5.5,89.0,8.976337,65,2.2682326666666666,"Cary Elwes, Alicia Silverstone, Jennifer Rubin",Alan Shapiro,"Warner Bros., Morgan Creek Productions",1993
10724,Firefox,"Science Fiction, Action, Adventure, Thriller",1982-06-13,en,18000000.0,70687344.0,5.5,136.0,8.97528,141,3.9270746666666665,"Clint Eastwood, Freddie Jones, David Huffman",Clint Eastwood,Malpaso Productions,1982
285843,October Gale,"Thriller, Drama, Romance",2014-09-11,en,0.0,0.0,5.0,91.0,8.967028,24,0.0,"Patricia Clarkson, Scott Speedman, Tim Roth",Ruba Nadda,"Killer Films, Foundry Films, Pacific Northwest Pictures",2014
375867,Paris Can Wait,"Drama, Romance",2016-09-12,en,5000000.0,6700000.0,6.4,92.0,8.966129,25,1.34,"Diane Lane, Arnaud Viard, Alec Baldwin",Eleanor Coppola,American Zoetrope,2016
82684,Chasing Mavericks,Drama,2012-10-25,en,0.0,0.0,7.0,117.0,8.965733,219,0.0,"Gerard Butler, Jonny Weston, Elisabeth Shue","Curtis Hanson, Michael Apted","Fox 2000 Pictures, Walden Media",2012
6478,Beyond the Sea,"Drama, Music",2004-12-17,en,23000000.0,0.0,6.5,118.0,8.963653,55,0.0,"Kevin Spacey, Kate Bosworth, John Goodman",Kevin Spacey,Lionsgate,2004
11908,Hatchet,"Comedy, Horror",2006-04-27,en,0.0,0.0,5.7,83.0,8.956081,161,0.0,"Joel David Moore, Tamara Feldman, Deon Richmond",Adam Green,ArieScope Pictures,2006
70585,Lucky,"Comedy, Romance",2011-07-15,en,0.0,0.0,4.9,103.0,8.954166,31,0.0,"Colin Hanks, Jeffrey Tambor, Mimi Rogers",Gil Cates Jr.,Desconocido,2011
89691,ATM,"Horror, Thriller",2012-02-17,en,3000000.0,3010.0,5.1,90.0,8.950643,195,0.0010033333333333333,"Alice Eve, Josh Peck, Brian Geraghty",David Brooks,"Buffalo Gal Pictures, The Safran Company, Gold Circle Films",2012
24124,The Burning,"Horror, Thriller",1981-05-08,en,1500000.0,0.0,6.2,91.0,8.942517,90,0.0,"Brian Matthews, Leah Ayres, Brian Backer",Tony Maylam,"Miramax Films, The Cropsy Venture",1981
10523,W.,"Drama, History",2008-10-17,en,25100000.0,29506464.0,6.0,131.0,8.937049,144,1.1755563346613547,"Josh Brolin, Elizabeth Banks, Ellen Burstyn",Oliver Stone,"Ixtlan Productions, Emperor Motion Pictures, Global Entertainment Group",2008
255491,Authors Anonymous,Comedy,2014-04-18,en,0.0,0.0,4.2,92.0,8.936308,21,0.0,"Kaley Cuoco, Chris Klein, Teri Polo",Ellie Kanner,"Bull Market Entertainment, EKZ Productions, Lainie Productions",2014
13283,Barbie as the Island Princess,"Animation, Family",2007-09-18,en,0.0,0.0,6.3,86.0,8.935419,96,0.0,"Mar Bordallo, Paloma Blanco, Tony Cruz",Greg Richardson,Desconocido,2007
13888,Return to the Blue Lagoon,Adventure,1991-08-02,en,11000000.0,2807854.0,5.2,98.0,8.929393,156,0.25525945454545457,"Milla Jovovich, Brian Krause, Lisa Pelikan",William A. Graham,"Columbia Pictures Corporation, Price Entertainment",1991
14301,Dr. Horrible's Sing-Along Blog,"Adventure, Action, Comedy, Science Fiction, Music",2008-07-15,en,200000.0,3.0,7.8,42.0,8.927994,236,1.5e-05,"Neil Patrick Harris, Nathan Fillion, Felicia Day",Joss Whedon,Desconocido,2008
14342,Almost Heroes,"Action, Adventure, Comedy, Western",1998-05-29,en,0.0,0.0,5.5,90.0,8.92689,57,0.0,"Chris Farley, Matthew Perry, Bokeem Woodbine",Christopher Guest,"DiNovi Pictures, Turner Pictures (I)",1998
21259,Testament,"Action, Drama, Science Fiction",1983-11-04,en,1500000.0,2044892.0,6.3,90.0,8.923953,29,1.3632613333333334,"Jane Alexander, William Devane, Kevin Costner",Lynne Littman,"Paramount Pictures, American Playhouse, Entertainment Events",1983
9703,The Last Legion,"Action, Adventure, Fantasy, War",2007-04-19,en,67000000.0,25303038.0,5.0,102.0,8.920545,210,0.37765728358208955,"Colin Firth, Ben Kingsley, Aishwarya Rai Bachchan",Doug Lefler,"Ingenious Film Partners, Quinta Communications, Dino De Laurentiis Company, Zephyr Films",2007
4806,Runaway Bride,"Comedy, Romance",1999-07-30,en,70000000.0,309457509.0,5.8,116.0,8.919469,472,4.420821557142857,"Julia Roberts, Richard Gere, Joan Cusack",Garry Marshall,"Paramount Pictures, Lakeshore Entertainment, Touchstone Pictures, Interscope Communications",1999
267806,V/H/S: Viral,"Horror, Thriller",2014-10-23,en,0.0,2756.0,4.5,81.0,8.918611,164,0.0,"Justin Welborn, Emmy Argo, Gustavo Salmerón","Marcel Sarmiento, Nacho Vigalondo, Gregg Bishop, Aaron Moorhead, Todd Lincoln , Justin Benson","Bloody Disgusting, 8383 Productions",2014
2135,The Time Machine,"Science Fiction, Adventure, Action",2002-03-04,en,80000000.0,123729176.0,5.8,96.0,8.918134,644,1.5466147,"Guy Pearce, Mark Addy, Phyllida Law",Simon Wells,"DreamWorks SKG, Warner Bros.",2002
1691,Hostel: Part II,Horror,2007-06-08,en,10200000.0,35619521.0,5.6,93.0,8.916747,464,3.4921099019607844,"Lauren German, Bijou Phillips, Heather Matarazzo",Eli Roth,"Lions Gate Films, Next Entertainment, Screen Gems",2007
8831,Timecop,"Thriller, Science Fiction, Action, Crime",1994-09-15,en,27000000.0,101646581.0,5.5,99.0,8.907074,288,3.764688185185185,"Jean-Claude Van Damme, Mia Sara, Ron Silver",Peter Hyams,"Universal Pictures, Renaissance Pictures, Dark Horse Entertainment, Largo Entertainment, Signature Pictures, JVC Entertainment Networks",1994
64320,Good Neighbours,"Thriller, Drama",2011-06-03,en,0.0,0.0,6.0,99.0,8.90645,32,0.0,"Jay Baruchel, Scott Speedman, Emily Hampshire",Jacob Tierney,Park Ex Pictures,2011
16995,State of Play,Action,2009-04-17,en,60000000.0,87784194.0,6.7,127.0,8.905732,489,1.4630699,"Russell Crowe, Ben Affleck, Rachel McAdams",Kevin Macdonald,"Universal Pictures, StudioCanal, Andell Entertainment, Relativity Media, Working Title Films",2009
11692,The Adventures of Pluto Nash,"Action, Comedy, Science Fiction",2002-08-15,en,100000000.0,7103973.0,4.4,95.0,8.903754,143,0.07103973,"Eddie Murphy, Randy Quaid, Rosario Dawson",Ron Underwood,"Village Roadshow Pictures, Castle Rock Entertainment, NPV Entertainment, Mel's Cite du Cinema",2002
12721,"No Retreat, No Surrender",Action,1986-05-02,en,0.0,4662137.0,5.6,85.0,8.900994,93,0.0,"Kurt McKinney, Jean-Claude Van Damme, J.W. Fails",Corey Yuen Kwai,New World Pictures,1986
227348,Paranormal Activity: The Marked Ones,"Horror, Thriller",2014-01-01,en,5000000.0,86362372.0,5.2,84.0,8.898523,455,17.2724744,"Andrew Jacobs, Richard Cabral, Carlos Pratts",Christopher B. Landon,"Blumhouse Productions, Room 101, Solana Films",2014
65086,The Woman in Black,"Drama, Horror, Thriller",2012-02-01,en,17000000.0,127730736.0,6.1,95.0,8.896679,1237,7.513572705882353,"Daniel Radcliffe, Ciarán Hinds, Sidney Johnston",James Watkins,"Hammer Film Productions, UK Film Council, Alliance Films, Film i Väst, Talisman Productions, Cross Creek Pictures, Exclusive Media Group, Filmgate Films",2012
12689,"Angus, Thongs and Perfect Snogging","Comedy, Drama, Family, Romance",2008-07-25,en,1.0,0.0,6.4,100.0,8.896155,231,0.0,"Georgia Groome, Eleanor Tomlinson, Aaron Taylor-Johnson",Gurinder Chadha,"Paramount Pictures, Nickelodeon Movies, Stella-del-Süd",2008
44772,No Small Affair,"Comedy, Drama, Music, Romance",1984-11-09,en,0.0,0.0,5.4,102.0,8.895355,13,0.0,"Jon Cryer, Demi Moore, George Wendt",Jerry Schatzberg,Delphi II Productions,1984
28635,Wishmaster 3: Beyond the Gates of Hell,"Thriller, Horror",2001-10-23,en,0.0,0.0,3.8,89.0,8.893041,38,0.0,"John Novak, A.J. Cook, Tobias Mehler",Chris Angel,"Overseas FilmGroup, GFT Entertainment, Artisan Entertainment, Blue Rider Pictures, Paquin Entertainment Group, Pendle View (WM) Limited",2001
55676,A Personal Journey with Martin Scorsese Through American Movies,Documentary,1995-05-21,en,0.0,0.0,8.3,225.0,8.890621,31,0.0,"Martin Scorsese, Brian De Palma, Gregory Peck","Martin Scorsese, Michael Henry Wilson","Miramax Films, British Film Institute (BFI)",1995
77951,Walking With Dinosaurs,"Animation, Family, Adventure",2013-12-18,en,80000000.0,126546518.0,5.2,87.0,8.883866,136,1.581831475,"Charlie Rowe, Justin Long, Karl Urban","Neil Nightingale, Barry Cook","BBC Worldwide, Reliance BIG Entertainment, Animal Logic, BBC Earth, Evergreen Films, BBC Earth MD (WWD), Evergreen MD",2013
58547,10 Years,"Comedy, Drama",2011-09-12,en,0.0,201146.0,5.7,100.0,8.881954,161,0.0,"Kate Mara, Channing Tatum, Rosario Dawson",Jamie Linden,"Anchor Bay Films, Temple Hill Entertainment, Boss Media, 33andOut Productions, Iron Horse Entertainment (II)",2011
47517,Quicksand,"Action, Crime, Drama, Thriller",2003-01-08,en,0.0,0.0,5.9,94.0,8.878927,10,0.0,"Michael Keaton, Michael Caine, Judith Godrèche",John Mackenzie,"Overseas FilmGroup, Cinerenta Medienbeteiligungs KG",2003
14164,Dragonball Evolution,"Action, Adventure, Fantasy, Science Fiction, Thriller",2009-04-01,en,100000000.0,0.0,2.9,85.0,8.876305,475,0.0,"Chow Yun-fat, Justin Chatwin, Joon Park",James Wong,"Ingenious Film Partners, Twentieth Century Fox Film Corporation, Dune Entertainment, Star Overseas, Dune Entertainment III, Big Screen Productions, World Film Magic",2009
11413,Employee of the Month,"Action, Comedy",2004-01-17,en,0.0,0.0,6.1,97.0,8.872053,47,0.0,"Matt Dillon, Steve Zahn, Christina Applegate",Mitch Rouse,Yari Film Group,2004
8998,Friends with Money,"Comedy, Drama, Romance",2006-09-07,en,6500000.0,13368437.0,5.1,88.0,8.869162,132,2.056682615384615,"Catherine Keener, Jason Isaacs, Timm Sharp",Nicole Holofcener,Sony Pictures,2006
135309,Lake Placid: The Final Chapter,"Horror, Science Fiction",2012-09-29,en,0.0,0.0,4.2,86.0,8.860585,38,0.0,"Yancy Butler, Robert Englund, Daniel Black",Don Michael Paul,Unified Film Organization (UFO),2012
3179,Beavis and Butt-Head Do America,"Animation, Comedy",1996-12-15,en,12000000.0,0.0,6.5,81.0,8.855685,169,0.0,"Mike Judge, Bruce Willis, Demi Moore",Mike Judge,"Paramount Pictures, Geffen Pictures, MTV Films",1996
31776,Where the Money is,"Comedy, Crime, Drama",2000-04-14,en,0.0,0.0,5.5,89.0,8.851354,15,0.0,"Paul Newman, Linda Fiorentino, Dermot Mulroney",Marek Kanievska,"Gramercy Pictures, Intermedia Films, PolyGram Filmed Entertainment, Scott Free Productions, Pacifica Film, IMF Internationale Medien und Film GmbH & Co. 2. Produktions KG",2000
6472,Guarding Tess,"Comedy, Drama, Thriller",1994-03-11,en,20000000.0,0.0,5.9,96.0,8.847461,86,0.0,"Nicolas Cage, Shirley MacLaine, Austin Pendleton",Hugh Wilson,"TriStar Pictures, Channel Films",1994
72113,Carnage,"Comedy, Drama",2011-09-16,en,25000000.0,27603069.0,7.0,80.0,8.844835,760,1.10412276,"Kate Winslet, Jodie Foster, Christoph Waltz",Roman Polanski,"Wild Bunch, Zanagar Films, Canal+, Constantin Film Produktion, CinéCinéma, Versátil Cinema, SBS Productions, Polski Instytut Sztuki Filmowej, France Télévisions, France 2 Cinéma, SPI Film Studio",2011
375183,A Family Man,Drama,2017-05-18,en,0.0,0.0,6.7,108.0,8.844173,60,0.0,"Gerard Butler, Gretchen Mol, Willem Dafoe",Mark Williams,"Zero Gravity Management, Ascot Elite Home Entertainment",2017
1554,Down by Law,"Crime, Drama, Comedy",1986-05-01,en,0.0,0.0,7.2,107.0,8.843551,149,0.0,"Tom Waits, John Lurie, Roberto Benigni",Jim Jarmusch,"Island Pictures, The Criterion Collection, Black Snake, Grokenberger Film Produktion",1986
1428,Once Upon a Time in Mexico,Action,2003-09-11,en,29000000.0,98185582.0,6.2,102.0,8.843365,605,3.3857097241379313,"Antonio Banderas, Salma Hayek, Johnny Depp",Robert Rodriguez,"Columbia Pictures Corporation, Dimension Films, Troublemaker Studios",2003
242224,The Babadook,"Drama, Thriller, Horror",2014-05-22,en,2000000.0,6676471.0,6.5,93.0,8.832788,1890,3.3382355,"Essie Davis, Noah Wiseman, Daniel Henshall",Jennifer Kent,"South Australian Film Corporation, Screen Australia, Smoking Gun Productions, Causeway Films",2014
695,Short Cuts,"Comedy, Drama",1993-09-05,en,0.0,6110979.0,6.9,187.0,8.829337,136,0.0,"Julianne Moore, Andie MacDowell, Tim Robbins",Robert Altman,"Fine Line Features, Spelling Entertainment, Avenue Entertainment",1993
14655,Soul Men,"Comedy, Music",2008-11-07,en,0.0,0.0,6.3,103.0,8.826924,47,0.0,"Samuel L. Jackson, Bernie Mac, Sharon Leal",Malcolm D. Lee,Dimension Films,2008
8649,Bringing Out the Dead,Drama,1999-10-22,en,32000000.0,0.0,6.6,121.0,8.825864,228,0.0,"Nicolas Cage, Patricia Arquette, John Goodman",Martin Scorsese,"Paramount Pictures, Touchstone Pictures, De Fina-Cappa",1999
29845,A Woman Under the Influence,"Romance, Drama",1974-09-19,en,0.0,0.0,7.8,155.0,8.824282,87,0.0,"Peter Falk, Gena Rowlands, Fred Draper",John Cassavetes,Faces International Films,1974
11690,Bloodsport,Action,1988-02-26,en,1500000.0,11806119.0,6.6,92.0,8.822276,370,7.870746,"Jean-Claude Van Damme, Bolo Yeung, Roy Chiao",Newt Arnold,Cannon Films,1988
74387,Goon,Comedy,2012-01-06,en,0.0,6483963.0,6.5,92.0,8.817924,338,0.0,"Seann William Scott, Jay Baruchel, Alison Pill",Michael Dowse,"Don Carmody Productions, Caramel Films",2012
13937,Raising Cain,"Drama, Horror, Thriller, Crime",1992-08-07,en,12000000.0,37170057.0,5.9,91.0,8.816951,66,3.09750475,"John Lithgow, Lolita Davidovich, Steven Bauer",Brian De Palma,"Universal Pictures, Pacific Western",1992
17803,12:01,"Science Fiction, Thriller",1993-07-05,en,0.0,0.0,6.2,92.0,8.811327,33,0.0,"Jonathan Silverman, Helen Slater, Martin Landau",Jack Sholder,"Chanticleer Films, Fox West Pictures, New Line Television",1993
11329,Runaway Jury,"Drama, Thriller",2003-10-09,en,60000000.0,80154140.0,6.9,127.0,8.810961,354,1.3359023333333333,"John Cusack, Gene Hackman, Dustin Hoffman",Gary Fleder,"Regency Enterprises, Epsilon Motion Pictures, New Regency Pictures",2003
199,Star Trek: First Contact,"Science Fiction, Action, Adventure, Thriller",1996-11-21,en,46000000.0,150000000.0,7.0,111.0,8.808497,671,3.260869565217391,"Patrick Stewart, Jonathan Frakes, Brent Spiner",Jonathan Frakes,"Paramount Pictures, Digital Image Associates",1996
11314,Koyaanisqatsi,"Documentary, Music",1982-06-06,en,0.0,1723872.0,7.7,87.0,8.802715,140,0.0,"Lou Dobbs, Ted Koppel",Godfrey Reggio,"IRE Productions, Santa Fe Institute for Regional Education",1982
27554,The Panic in Needle Park,"Drama, Romance",1971-07-13,en,1645000.0,0.0,6.5,110.0,8.802676,74,0.0,"Al Pacino, Kitty Winn, Alan Vint",Jerry Schatzberg,"gadd productions corp., Didion-Dunne",1971
17474,The Man in the Moon,"Drama, Family, Romance",1991-09-30,en,0.0,2853801.0,7.1,99.0,8.799169,56,0.0,"Reese Witherspoon, Sam Waterston, Tess Harper",Robert Mulligan,Metro-Goldwyn-Mayer (MGM),1991
263341,"Crouching Tiger, Hidden Dragon: Sword of Destiny","Action, Adventure, Drama",2016-02-18,en,20000000.0,0.0,6.0,103.0,8.796536,174,0.0,"Michelle Yeoh, Donnie Yen, Jason Scott Lee",Yuen Woo-ping,"The Weinstein Company, Yucaipa Films, Pegasus Taihe Entertainment",2016
9392,The Descent,"Adventure, Horror",2005-07-08,en,0.0,0.0,6.9,99.0,8.794041,1029,0.0,"Shauna Macdonald, Natalie Mendoza, Alex Reid",Neil Marshall,"Celador Films, Pathé, Northmen Productions",2005
41556,The Romantics,"Comedy, Drama, Romance",2010-09-10,en,4500000.0,123820.0,4.8,95.0,8.786269,83,0.027515555555555557,"Katie Holmes, Anna Paquin, Josh Duhamel",Galt Niederhoffer,"10th Hole Productions, Benaroya Pictures, Four of a Kind Productions",2010
13354,"Chill Out, Scooby-Doo!","Action, Adventure, Animation, Family, Mystery",2007-09-04,en,0.0,0.0,6.4,90.0,8.785888,27,0.0,"Rene Auberjonois, Jeff Bennett, Mindy Cohn",Joe Sichta,"Hanna-Barbera Productions, Warner Bros. Animation",2007
11050,Terms of Endearment,"Drama, Comedy",1983-11-20,en,8000000.0,0.0,6.9,132.0,8.785209,178,0.0,"Shirley MacLaine, Debra Winger, Jack Nicholson",James L. Brooks,Paramount Pictures,1983
9701,North Country,Drama,2005-02-12,en,35000000.0,25224242.0,6.9,126.0,8.781298,127,0.7206926285714286,"Charlize Theron, Elle Peterson, Thomas Curtis",Niki Caro,"Warner Bros., Participant Media, Nick Wechsler Productions",2005
9978,Stormbreaker,"Adventure, Action, Family",2006-07-21,en,40000000.0,23937870.0,5.1,93.0,8.778999,219,0.59844675,"Alex Pettyfer, Sarah Bolger, Ewan McGregor",Geoffrey Sax,"Isle of Man Film, Weinstein Company, The, Samuelson Productions",2006
22419,Camille,"Comedy, Drama, Romance",2008-04-13,en,6000000.0,0.0,6.1,94.0,8.776971,36,0.0,"Sienna Miller, James Franco, David Carradine",Gregory Mackenzie,A-Mark Entertainment,2008
5559,Bee Movie,"Family, Animation, Adventure, Comedy",2007-10-28,en,150000000.0,287594577.0,5.7,91.0,8.774374,1208,1.91729718,"Jerry Seinfeld, Renée Zellweger, Jim Cummings","Steve Hickner, Simon J. Smith","Pacific Data Images (PDI), DreamWorks Animation, Columbus 81 Productions",2007
81796,Lockout,"Action, Thriller, Science Fiction",2012-04-12,en,20000000.0,32204030.0,5.8,95.0,8.772263,722,1.6102015,"Guy Pearce, Maggie Grace, Joseph Gilgun","Stephen St. Leger, James Mather","Canal+, EuropaCorp, Ciné+",2012
16175,The Diary of Ellen Rimbauer,"Drama, Horror, Mystery, Thriller",2003-05-12,en,0.0,0.0,5.2,88.0,8.764092,25,0.0,"Lisa Brenner, Steven Brand, Kate Burton",Craig R. Baxley,Desconocido,2003
13761,Pocahontas II: Journey to a New World,"Adventure, Animation, Romance, Family",1998-08-04,en,0.0,0.0,4.9,72.0,8.763892,297,0.0,"Irene Bedard, Jim Cummings, Donal Gibson","Bradley Raymond, Tom Ellery",Walt Disney Pictures,1998
19495,Nomad: The Warrior,"Action, History, War",2005-07-17,en,25000000.0,0.0,4.3,112.0,8.762777,17,0.0,"Kuno Becker, Jay Hernandez, Jason Scott Lee","Sergei Bodrov Jr., Ivan Passer","Wild Bunch, Ibrus, Kazakhfilm Studios, True Story Production",2005
2239,Hallam Foe,"Drama, Comedy, Thriller",2007-02-16,en,8000000.0,60641.0,6.8,95.0,8.762536,51,0.007580125,"Jamie Bell, Sophia Myles, Ciarán Hinds",David Mackenzie,Desconocido,2007
